Verse,First Letter,Last Letter,Swara After Last,Chapter,Verse Number,Cumulative Number
कन्यापुरे दयितया सुखमारमन्तंचैनं कथञ्चन बबन्धुषि शर्वबन्धौ ।श्रीनारदोक्ततदुदन्तदुरन्तरोषै-स्त्वं तस्य शोणितपुरं यदुभिर्न्यरुन्धा: ॥४॥,क,ध,आ,82,4,842
पुरीपालश्शैलप्रियदुहितृनाथोऽस्य भगवान्समं भूतव्रातैर्यदुबलमशङ्कं निरुरुधे ।महाप्राणो बाणो झटिति युयुधानेनयुयुधेगुह: प्रद्युम्नेन त्वमपि पुरहन्त्रा जघटिषे ॥५॥,प,ष,ए,82,5,843
निरुद्धाशेषास्त्रे मुमुहुषि तवास्त्रेण गिरिशेद्रुता भूता भीता: प्रमथकुलवीरा: प्रमथिता: ।परास्कन्द्त् स्कन्द: कुसुमशरबाणैश्च सचिव:स कुम्भाण्डो भाण्डं नवमिव बलेनाशु बिभिदे ॥६॥,न,द,ए,82,6,844
चापानां पञ्चशत्या प्रसभमुपगते छिन्नचापेऽथ बाणेव्यर्थे याते समेतो ज्वरपतिरशनैरज्वरि त्वज्ज्वरेण ।ज्ञानी स्तुत्वाऽथ दत्वा तव चरितजुषां विज्वरं स ज्वरोऽगात्प्रायोऽन्तर्ज्ञानवन्तोऽपि च बहुतमसा रौद्रचेष्टा हि रौद्रा: ॥७॥,च,र,आ,82,7,845
बाणं नानायुधोग्रं पुनरभिपतितं दर्पदोषाद्वितन्वन्निर्लूनाशेषदोषं सपदि बुबुधुषा शङ्करेणोपगीत: ।तद्वाचा शिष्टबाहुद्वितयमुभयतो निर्भयं तत्प्रियं तंमुक्त्वा तद्दत्तमानो निजपुरमगम: सानिरुद्ध: सहोष: ॥८॥,ब,ष,अ,82,8,846
मुहुस्तावच्छक्रं वरुणमजयो नन्दहरणेयमं बालानीतौ दवदहनपानेऽनिलसखम् ।विधिं वत्सस्तेये गिरिशमिह बाणस्य समरेविभो विश्वोत्कर्षी तदयमवतारो जयति ते ॥९॥,म,त,ए,82,9,847
द्विजरुषा कृकलासवपुर्धरं नृगनृपं त्रिदिवालयमापयन् ।निजजने द्विजभक्तिमनुत्तमामुपदिशन् पवनेश्वर् पाहि माम् ॥१०॥,द,म,आ,82,10,848
रामेऽथ गोकुलगते प्रमदाप्रसक्तेहूतानुपेतयमुनादमने मदान्धे ।स्वैरं समारमति सेवकवादमूढोदूतं न्ययुङ्क्त तव पौण्ड्रकवासुदेव: ॥१॥,र,व,अ,83,1,849
नारायणोऽहमवतीर्ण इहास्मि भूमौधत्से किल त्वमपि मामकलक्षणानि ।उत्सृज्य तानि शरणं व्रज मामिति त्वांदूतो जगाद सकलैर्हसित: सभायाम् ॥२॥,न,य,आ,83,2,850
दूतेऽथ यातवति यादवसैनिकैस्त्वंयातो ददर्शिथ वपु: किल पौण्ड्रकीयम् ।तापेन वक्षसि कृताङ्कमनल्पमूल्य-श्रीकौस्तुभं मकरकुण्डलपीतचेलम् ॥३॥,द,ल,अ,83,3,851
कालायसं निजसुदर्शनमस्यतोऽस्यकालानलोत्करकिरेण सुदर्शनेन ।शीर्षं चकर्तिथ ममर्दिथ चास्य सेनांतन्मित्रकाशिपशिरोऽपि चकर्थ काश्याम् ॥४॥,क,य,आ,83,4,852
जाल्येन बालकगिराऽपि किलाहमेवश्रीवासुदेव इति रूढमतिश्चिरं स: ।सायुज्यमेव भवदैक्यधिया गतोऽभूत्को नाम कस्य सुकृतं कथमित्यवेयात् ॥५॥,ज,य,आ,83,5,853
काशीश्वरस्य तनयोऽथ सुदक्षिणाख्य:शर्वं प्रपूज्य भवते विहिताभिचार: ।कृत्यानलं कमपि बाण्ररणातिभीतै-र्भूतै: कथञ्चन वृतै: सममभ्यमुञ्चत् ॥६॥,क,च,अ,83,6,854
तालप्रमाणचरणामखिलं दहन्तींकृत्यां विलोक्य चकितै: कथितोऽपि पौरै: ।द्यूतोत्सवे किमपि नो चलितो विभो त्वंपार्श्वस्थमाशु विससर्जिथ कालचक्रम् ॥७॥,त,र,अ,83,7,855
अभ्यापतत्यमितधाम्नि भवन्महास्त्रेहा हेति विद्रुतवती खलु घोरकृत्या।रोषात् सुदक्षिणमदक्षिणचेष्टितं तंपुप्लोष चक्रमपि काशिपुरीमधाक्षीत् ॥८॥,अ,ष,ई,83,8,856
स खलु विविदो रक्षोघाते कृतोपकृति: पुरातव तु कलया मृत्युं प्राप्तुं तदा खलतां गत: ।नरकसचिवो देशक्लेशं सृजन् नगरान्तिकेझटिति हलिना युध्यन्नद्धा पपात तलाहत: ॥९॥,स,त,अ,83,9,857
साम्बं कौरव्यपुत्रीहरणनियमितं सान्त्वनार्थी कुरूणांयातस्तद्वाक्यरोषोद्धृतकरिनगरो मोचयामास राम: ।ते घात्या: पाण्डवेयैरिति यदुपृतनां नामुचस्त्वं तदानींतं त्वां दुर्बोधलीलं पवनपुरपते तापशान्त्यै निषेवे ॥१०॥,स,व,ए,83,10,858
क्वचिदथ तपनोपरागकाले पुरि निदधत् कृतवर्मकामसूनू ।यदुकुलमहिलावृत: सुतीर्थं समुपगतोऽसि समन्तपञ्चकाख्यम् ॥१॥,क,य,अ,84,1,859
बहुतरजनताहिताय तत्र त्वमपि पुनन् विनिमज्य तीर्थतोयम् ।द्विजगणपरिमुक्तवित्तराशि: सममिलथा: कुरुपाण्डवादिमित्रै: ॥२॥,ब,र,ऐ,84,2,860
तव खलु दयिताजनै: समेता द्रुपदसुता त्वयि गाढभक्तिभारा ।तदुदितभवदाहृतिप्रकारै: अतिमुमुदे सममन्यभामिनीभि: ॥३॥,त,भ,इ,84,3,861
तदनु च भगवन् निरीक्ष्य गोपानतिकुतुकादुपगम्य मानयित्वा।चिरतरविरहातुराङ्गरेखा: पशुपवधू: सरसं त्वमन्वयासी: ॥४॥,त,स,ई,84,4,862
सपदि च भवदीक्षणोत्सवेन प्रमुषितमानहृदां नितम्बिनीनाम् ।अतिरसपरिमुक्तकञ्चुलीके परिचयहृद्यतरे कुचे न्यलैषी: ॥५॥,स,ष,ई,84,5,863
रिपुजनकलहै: पुन: पुनर्मे समुपगतैरियती विलम्बनाऽभूत् ।इति कृतपरिरम्भणेत्वयि द्राक् अतिविवशा खलु राधिका निलिल्ये ॥६॥,र,य,ए,84,6,864
अपगतविरहव्यथास्तदा ता रहसि विधाय ददाथ तत्त्वबोधम् ।परमसुखचिदात्मकोऽहमात्मेत्युदयतु व: स्फुटमेव चेतसीति ॥७॥,अ,त,इ,84,7,865
सुखरसपरिमिश्रितो वियोग: किमपि पुराऽभवदुद्धवोपदेशै: ।समभवदमुत: परं तु तासां परमसुखैक्यमयी भवद्विचिन्ता ॥८॥,स,त,आ,84,8,866
मुनिवरनिवहैस्तवाथ पित्रा दुरितशमाय शुभानि पृच्छ्यमानै: ।त्वयि सति किमिदं शुभान्तरै: रित्युरुहसितैरपि याजितस्तदाऽसौ ॥९॥,म,स,औ,84,9,867
सुमहति यजने वितायमाने प्रमुदितमित्रजने सहैव गोपा: ।यदुजनमहितास्त्रिमासमात्रं भवदनुषङ्गरसं पुरेव भेजु : ॥१०॥,स,ज,उ,84,10,868
व्यपगमसमये समेत्य राधां दृढमुपगूह्य निरीक्ष्य वीतखेदाम् ।प्रमुदितहृदय: पुरं प्रयात: पवनपुरेश्वर पाहि मां गदेभ्य: ॥११॥,व,य,अ,84,11,869
ततो मगधभूभृता चिरनिरोधसंक्लेशितंशताष्टकयुतायुतद्वितयमीश भूमीभृताम् ।अनाथशरणाय ते कमपि पूरुषं प्राहिणो-दयाचत स मागधक्षपणमेव किं भूयसा ॥१॥,त,स,आ,85,1,870
यियासुरभिमागधं तदनु नारदोदीरिता-द्युधिष्ठिरमखोद्यमादुभयकार्यपर्याकुल: ।विरुद्धजयिनोऽध्वरादुभयसिद्धिरित्युद्धवेशशंसुषि निजै: समं पुरमियेथ यौधिष्ठिरीम् ॥२॥,य,र,ई,85,2,871
अशेषदयितायुते त्वयि समागते धर्मजोविजित्य सहजैर्महीं भवदपाङ्गसंवर्धितै: ।श्रियं निरुपमां वहन्नहह भक्तदासायितंभवन्तमयि मागधे प्रहितवान् सभीमार्जुनम् ॥३॥,अ,न,अ,85,3,872
गिरिव्रजपुरं गतास्तदनु देव यूयं त्रयोययाच समरोत्सवं द्विजमिषेण तं मागधम् ।अपूर्णसुकृतं त्वमुं पवनजेन संग्रामयन्निरीक्ष्य सह जिष्णुना त्वमपि राजयुद्ध्वा स्थित: ॥४॥,ग,त,अ,85,4,873
अशान्तसमरोद्धतं बिटपपाटनासंज्ञयानिपात्य जररस्सुतं पवनजेन निष्पाटितम् ।विमुच्य नृपतीन् मुदा समनुगृह्य भक्तिं परांदिदेशिथ गतस्पृहानपि च धर्मगुप्त्यै भुव: ॥५॥,अ,व,अ,85,5,874
प्रचक्रुषि युधिष्ठिरे तदनु राजसूयाध्वरंप्रसन्नभृतकीभवत्सकलराजकव्याकुलम् ।त्वमप्ययि जगत्पते द्विजपदावनेजादिकंचकर्थ किमु कथ्यते नृपवरस्य भाग्योन्नति: ॥६॥,प,त,इ,85,6,875
तत: सवनकर्मणि प्रवरमग्र्यपूजाविधिंविचार्य सहदेववागनुगत: स धर्मात्मज: ।व्यधत्त भवते मुदा सदसि विश्वभूतात्मनेतदा ससुरमानुषं भुवनमेव तृप्तिं दधौ ॥७॥,त,ध,औ,85,7,876
तत: सपदि चेदिपो मुनिनृपेषु तिष्ठत्स्वहोसभाजयति को जड: पशुपदुर्दुरूटं वटुम् ।इति त्वयि स दुर्वचोविततिमुद्वमन्नासना-दुदापतदुदायुध: समपतन्नमुं पाण्डवा: ॥८॥,त,व,आ,85,8,877
निवार्य निजपक्षगानभिमुखस्यविद्वेषिण-स्त्वमेव जहृषे शिरो दनुजदारिणा स्वारिणा ।जनुस्त्रितयलब्धया सततचिन्तया शुद्धधी-स्त्वया स परमेकतामधृत योगिनां दुर्लभाम् ॥९॥,न,भ,आ,85,9,878
तत: सुमहिते त्वया क्रतुवरे निरूढे जनोययौ जयति धर्मजो जयति कृष्ण इत्यालपन्।खल: स तु सुयोधनो धुतमनास्सपत्नश्रियामयार्पितसभामुखे स्थलजलभ्रमादभ्रमीत् ॥१०॥,त,म,ई,85,10,879
तदा हसितमुत्थितं द्रुपदनन्दनाभीमयो-रपाङ्गकलया विभो किमपि तावदुज्जृम्भयन् ।धराभरनिराकृतौ सपदि नाम बीजं वपन्जनार्दन मरुत्पुरीनिलय पाहि मामामयात् ॥११॥,त,य,आ,85,11,880
साल्वो भैष्मीविवाहे यदुबलविजितश्चन्द्रचूडाद्विमानंविन्दन् सौभं स मायी त्वयि वसति कुरुंस्त्वत्पुरीमभ्यभाङ्क्षीत् ।प्रद्युम्नस्तं निरुन्धन्निखिलयदुभटैर्न्यग्रहीदुग्रवीर्यंतस्यामात्यं द्युमन्तं व्यजनि च समर: सप्तविंशत्यहान्त: ॥१॥,स,त,अ,86,1,881
तावत्त्वं रामशाली त्वरितमुपगत: खण्डितप्रायसैन्यंसौभेशं तं न्यरुन्धा: स च किल गदया शार्ङ्गमभ्रंशयत्ते ।मायातातं व्यहिंसीदपि तव पुरतस्तत्त्वयापि क्षणार्धंनाज्ञायीत्याहुरेके तदिदमवमतं व्यास एव न्यषेधीत् ॥२॥,त,ध,ई,86,2,882
क्षिप्त्वा सौभं गदाचूर्णितमुदकनिधौ मङ्क्षु साल्वेऽपि चक्रे-णोत्कृत्ते दन्तवक्त्र: प्रसभमभिपतन्नभ्यमुञ्चद्गदां ते ।कौमोदक्या हतोऽसावपि सुकृतनिधिश्चैद्यवत्प्रापदैक्यंसर्वेषामेष पूर्वं त्वयि धृतमनसां मोक्षणार्थोऽवतार: ॥३॥,क,र,अ,86,3,883
त्वय्यायातेऽथ जाते किल कुरुसदसि द्यूतके संयताया:क्रन्दन्त्या याज्ञसेन्या: सकरुणमकृथाश्चेलमालामनन्ताम् ।अन्नान्तप्राप्तशर्वांशजमुनिचकितद्रौपदीचिन्तितोऽथप्राप्त: शाकान्नमश्नन् मुनिगणमकृथास्तृप्तिमन्तं वनान्ते ॥४॥,त,त,ए,86,4,884
युद्धोद्योगेऽथ मन्त्रे मिलति सति वृत: फल्गुनेन त्वमेक:कौरव्ये दत्तसैन्य: करिपुरमगमो दूत्यकृत् पाण्डवार्थम् ।भीष्मद्रोणादिमान्ये तव खलु वचने धिक्कृते कौरवेणव्यावृण्वन् विश्वरूपं मुनिसदसि पुरीं क्षोभयित्वागतोऽभू: ॥५॥,य,भ,ऊ,86,5,885
जिष्णोस्त्वं कृष्ण सूत: खलु समरमुखे बन्धुघाते दयालुंखिन्नं तं वीक्ष्य वीरं किमिदमयि सखे नित्य एकोऽयमात्मा ।को वध्य: कोऽत्र हन्ता तदिह वधभियं प्रोज्झ्य मय्यर्पितात्माधर्म्यं युद्धं चरेति प्रकृतिमनयथा दर्शयन् विश्वरूपम् ॥६॥,ज,प,अ,86,6,886
भक्तोत्तंसेऽथ भीष्मे तव धरणिभरक्षेपकृत्यैकसक्तेनित्यं नित्यं विभिन्दत्ययुतसमधिकं प्राप्तसादे च पार्थे ।निश्शस्त्रत्वप्रतिज्ञां विजहदरिवरं धारयन् क्रोधशाली-वाधावन् प्राञ्जलिं तं नतशिरसमथो वीक्ष्य मोदादपागा: ॥७॥,भ,ग,आ,86,7,887
युद्धे द्रोणस्य हस्तिस्थिररणभगदत्तेरितं वैष्णवास्त्रंवक्षस्याधत्त चक्रस्थगितरविमहा: प्रार्दयत्सिन्धुराजम् ।नागास्त्रे कर्णमुक्ते क्षितिमवनमयन् केवलं कृत्तमौलिंतत्रे त्रापि पार्थं किमिव नहि भवान् पाण्डवानामकार्षीत् ॥८॥,य,ष,ई,86,8,888
युद्धादौ तीर्थगामी स खलु हलधरो नैमिशक्षेत्रमृच्छ-न्नप्रत्युत्थायिसूतक्षयकृदथ सुतं तत्पदे कल्पयित्वा ।यज्ञघ्नं वल्कलं पर्वणि परिदलयन् स्नाततीर्थो रणान्तेसम्प्राप्तो भीमदुर्योधनरणमशमं वीक्ष्य यात: पुरीं ते ॥९॥,य,त,ए,86,9,889
संसुप्तद्रौपदेयक्षपणहतधियं द्रौणिमेत्य त्वदुक्त्यातन्मुक्तं ब्राह्ममस्त्रं समहृत विजयो मौलिरत्नं च जह्रे ।उच्छित्यै पाण्डवानां पुनरपि च विशत्युत्तरागर्भमस्त्रेरक्षन्नङ्गुष्ठमात्र: किल जठरमगाश्चक्रपाणिर्विभो त्वम् ॥१०॥,स,व,अ,86,10,890
धर्मौघं धर्मसूनोरभिदधदखिलं छन्दमृत्युस्स भीष्म-स्त्वां पश्यन् भक्तिभूम्नैव हि सपदि ययौ निष्कलब्रह्मभूयम् ।संयाज्याथाश्वमेधैस्त्रिभिरतिमहितैर्धर्मजं पूर्णकामंस्म्प्राप्तो द्वरकां त्वं पवनपुरपते पाहि मां सर्वरोगात् ॥११॥,ध,ग,आ,86,11,891
कुचेलनामा भवत: सतीर्थ्यतां गत: स सान्दीपनिमन्दिरे द्विज: ।त्वदेकरागेण धनादिनिस्स्पृहो दिनानि निन्ये प्रशमी गृहाश्रमी ॥१॥,क,म,ई,87,1,892
समानशीलाऽपि तदीयवल्लभा तथैव नो चित्तजयं समेयुषी ।कदाचिदूचे बत वृत्तिलब्धये रमापति: किं न सखा निषेव्यते ॥२॥,स,त,ए,87,2,893
इतीरितोऽयं प्रियया क्षुधार्तया जुगुप्समानोऽपि धने मदावहे ।तदा त्वदालोकनकौतुकाद्ययौ वहन् पटान्ते पृथुकानुपायनम् ॥३॥,इ,न,अ,87,3,894
गतोऽयमाश्चर्यमयीं भवत्पुरीं गृहेषु शैब्याभवनं समेयिवान् ।प्रविश्य वैकुण्ठमिवाप निर्वृतिं तवातिसम्भावनया तु किं पुन: ॥४॥,ग,न,अ,87,4,895
प्रपूजितं तं प्रियया च वीजितं करे गृहीत्वाऽकथय: पुराकृतम् ।यदिन्धनार्थं गुरुदारचोदितैरपर्तुवर्ष तदमर्षि कानने ॥५॥,प,न,ए,87,5,896
त्रपाजुषोऽस्मात् पृथुकं बलादथ प्रगृह्य मुष्टौ सकृदाशिते त्वया ।कृतं कृतं नन्वियतेति संभ्रमाद्रमा किलोपेत्य करं रुरोध ते ॥६॥,त,त,ए,87,6,897
भक्तेषु भक्तेन स मानितस्त्वया पुरीं वसन्नेकनिशां महासुखम् ।बतापरेद्युर्द्रविणं विना ययौ विचित्ररूपस्तव खल्वनुग्रह: ॥७॥,भ,ह,अ,87,7,898
यदि ह्ययाचिष्यमदास्यदच्युतो वदामि भार्यां किमिति व्रजन्नसौ ।त्वदुक्तिलीलास्मितमग्नधी: पुन: क्रमादपश्यन्मणिदीप्रमालयम् ॥८॥,य,य,अ,87,8,899
किं मार्गविभ्रंश इति भ्रंमन् क्षणं गृहं प्रविष्ट: स ददर्श वल्लभाम् ।सखीपरीतां मणिहेमभूषितां बुबोध च त्वत्करुणां महाद्भुताम् ॥९॥,क,त,आ,87,9,900
स रत्नशालासु वसन्नपि स्वयं समुन्नमद्भक्तिभरोऽमृतं ययौ ।त्वमेवमापूरितभक्तवाञ्छितो मरुत्पुराधीश हरस्व मे गदान् ॥१०॥,स,द,आ,87,10,901
प्रागेवाचार्यपुत्राहृतिनिशमनया स्वीयषट्सूनुवीक्षांकाङ्क्षन्त्या मातुरुक्त्या सुतलभुवि बलिं प्राप्य तेनार्चितस्त्वम् ।धातु: शापाद्धिरण्यान्वितकशिपुभवान् शौरिजान् कंसभग्ना-नानीयैनान् प्रदर्श्य स्वपदमनयथा: पूर्वपुत्रान् मरीचे: ॥१॥,प,च,ए,88,1,902
श्रुतदेव इति श्रुतं द्विजेन्द्रंबहुलाश्वं नृपतिं च भक्तिपूर्णम् ।युगपत्त्वमनुग्रहीतुकामोमिथिलां प्रापिथं तापसै: समेत: ॥२॥,श,त,अ,88,2,903
गच्छन् द्विमूर्तिरुभयोर्युगपन्निकेत-मेकेन भूरिविभवैर्विहितोपचार: ।अन्येन तद्दिनभृतैश्च फलौदनाद्यै-स्तुल्यं प्रसेदिथ ददथ च मुक्तिमाभ्याम् ॥३॥,ग,य,आ,88,3,904
भूयोऽथ द्वारवत्यां द्विजतनयमृतिं तत्प्रलापानपि त्वम्को वा दैवं निरुन्ध्यादिति किल कथयन् विश्ववोढाप्यसोढा: ।जिष्णोर्गर्वं विनेतुं त्वयि मनुजधिया कुण्ठितां चास्य बुद्धिंतत्त्वारूढां विधातुं परमतमपदप्रेक्षणेनेति मन्ये ॥४॥,भ,य,ए,88,4,905
नष्टा अष्टास्य पुत्रा: पुनरपि तव तूपेक्षया कष्टवाद:स्पष्टो जातो जनानामथ तदवसरे द्वारकामाप पार्थ: ।मैत्र्या तत्रोषितोऽसौ नवमसुतमृतौ विप्रवर्यप्ररोदंश्रुत्वा चक्रे प्रतिज्ञामनुपहृतसुत: सन्निवेक्ष्ये कृशानुम् ॥५॥,न,न,उ,88,5,906
मानी स त्वामपृष्ट्वा द्विजनिलयगतो बाणजालैर्महास्त्रैरुन्धान: सूतिगेहं पुनरपि सहसा दृष्टनष्टे कुमारे ।याम्यामैन्द्रीं तथाऽन्या: सुरवरनगरीर्विद्ययाऽऽसाद्य सद्योमोघोद्योग: पतिष्यन् हुतभुजि भवता सस्मितं वारितोऽभूत् ॥६॥,म,भ,ऊ,88,6,907
सार्धं तेन प्रतीचीं दिशमतिजविना स्यन्दनेनाभियातोलोकालोकं व्यतीतस्तिमिरभरमथो चक्रधाम्ना निरुन्धन् ।चक्रांशुक्लिष्टदृष्टिं स्थितमथ विजयं पश्य पश्येति वारांपारे त्वं प्राददर्श: किमपि हि तमसां दूरदूरं पदं ते ॥७॥,स,त,ए,88,7,908
तत्रासीनं भुजङ्गाधिपशयनतले दिव्यभूषायुधाद्यै-रावीतं पीतचेलं प्रतिनवजलदश्यामलं श्रीमदङ्गम् ।मूर्तीनामीशितारं परमिह तिसृणामेकमर्थं श्रुतीनांत्वामेव त्वं परात्मन् प्रियसखसहितो नेमिथ क्षेमरूपम् ॥८॥,त,प,अ,88,8,909
युवां मामेव द्वावधिकविवृतान्तर्हिततयाविभिन्नौ सन्द्रष्टुं स्वयमहमहार्षं द्विजसुतान् ।नयेतं द्रागेतानिति खलु वितीर्णान् पुनरमून्द्विजायादायादा: प्रणुतमहिमा पाण्डुजनुषा ॥९॥,य,ष,आ,88,9,910
एवं नानाविहारैर्जगदभिरमयन् वृष्णिवंशं प्रपुष्ण-न्नीजानो यज्ञभेदैरतुलविहृतिभि: प्रीणयन्नेणनेत्रा: ।भूभारक्षेपदम्भात् पदकमलजुषां मोक्षणायावतीर्ण:पूर्णं ब्रह्मैव साक्षाद्यदुषु मनुजतारूषितस्त्वं व्यलासी: ॥१०॥,ए,स,ई,88,10,911
प्रायेण द्वारवत्यामवृतदयि तदा नारदस्त्वद्रसार्द्र-स्तस्माल्लेभे कदाचित्खलु सुकृतनिधिस्त्वत्पिता तत्त्वबोधम् ।भक्तानामग्रयायी स च खलु मतिमानुद्धवस्त्वत्त एवप्राप्तो विज्ञानसारं स किल जनहितायाधुनाऽऽस्ते बदर्याम् ॥११॥,प,य,आ,88,11,912
सोऽयं कृष्णावतारो जयति तव विभो यत्र सौहार्दभीति-स्नेहद्वेषानुरागप्रभृतिभिरतुलैरश्रमैर्योगभेदै: ।आर्तिं तीर्त्वा समस्ताममृतपदमगुस्सर्वत: सर्वलोका:स त्वं विश्वार्तिशान्त्यै पवनपुरपते भक्तिपूर्त्यै च भूया: ॥१२॥,स,य,आ,88,12,913
रमाजाने जाने यदिह तव भक्तेषु विभवोन सद्यस्सम्पद्यस्तदिह मदकृत्त्वादशमिनाम् ।प्रशान्तिं कृत्वैव प्रदिशसि तत: काममखिलंप्रशान्तेषु क्षिप्रं न खलु भवदीये च्युतिकथा ॥१॥,र,थ,आ,89,1,914
सद्य: प्रसादरुषितान् विधिशङ्करादीन्केचिद्विभो निजगुणानुगुणं भजन्त: ।भ्रष्टा भवन्ति बत कष्टमदीर्घदृष्ट्यास्पष्टं वृकासुर उदाहरणं किलास्मिन् ॥२॥,स,म,इ,89,2,915
शकुनिज: स तु नारदमेकदात्वरिततोषमपृच्छदधीश्वरम् ।स च दिदेश गिरीशमुपासितुंन तु भवन्तमबन्धुमसाधुषु ॥३॥,श,ष,उ,89,3,916
तपस्तप्त्वा घोरं स खलु कुपित: सप्तमदिनेशिर: छित्वा सद्य: पुरहरमुपस्थाप्य पुरत: ।अतिक्षुद्रं रौद्रं शिरसि करदानेन निधनंजगन्नाथाद्वव्रे भवति विमुखानां क्व शुभधी: ॥४॥,त,ध,ई,89,4,917
मोक्तारं बन्धमुक्तो हरिणपतिरिव प्राद्रवत्सोऽथ रुद्रंदैत्यात् भीत्या स्म देवो दिशि दिशि वलते पृष्ठतो दत्तदृष्टि: ।तूष्णीके सर्वलोके तव पदमधिरोक्ष्यन्तमुद्वीक्ष्य शर्वंदूरादेवाग्रतस्त्वं पटुवटुवपुषा तस्थिषे दानवाय ॥५॥,म,य,अ,89,5,918
भद्रं ते शाकुनेय भ्रमसि किमधुना त्वं पिशाचस्य वाचासन्देहश्चेन्मदुक्तौ तव किमु न करोष्यङ्गुलीमङ्गमौलौ ।इत्थं त्वद्वाक्यमूढ: शिरसि कृतकर: सोऽपतच्छिन्नपातंभ्रंशो ह्येवं परोपासितुरपि च गति: शूलिनोऽपि त्वमेव ॥६॥,भ,व,अ,89,6,919
भृगुं किल सरस्वतीनिकटवासिनस्तापसा-स्त्रिमूर्तिषु समादिशन्नधिकसत्त्वतां वेदितुम् ।अयं पुनरनादरादुदितरुद्धरोषे विधौहरेऽपि च जिहिंसिषौ गिरिजया धृते त्वामगात् ॥७॥,भ,ग,आ,89,7,920
सुप्तं रमाङ्कभुवि पङ्कजलोचनं त्वांविप्रे विनिघ्नति पदेन मुदोत्थितस्त्वम् ।सर्वं क्षमस्व मुनिवर्य भवेत् सदा मेत्वत्पादचिन्हमिह भूषणमित्यवादी: ॥८॥,स,द,ई,89,8,921
निश्चित्य ते च सुदृढं त्वयि बद्धभावा:सारस्वता मुनिवरा दधिरे विमोक्षम् ।त्वामेवमच्युत पुनश्च्युतिदोषहीनंसत्त्वोच्चयैकतनुमेव वयं भजाम: ॥९॥,न,म,अ,89,9,922
जगत्सृष्ट्यादौ त्वां निगमनिवहैर्वन्दिभिरिवस्तुतं विष्णो सच्चित्परमरसनिर्द्वैतवपुषम् ।परात्मानं भूमन् पशुपवनिताभाग्यनिवहंपरितापश्रान्त्यै पवनपुरवासिन् परिभजे ॥१०॥,ज,ज,ए,89,10,923
वृकभृगुमुनिमोहिन्यम्बरीषादिवृत्ते-ष्वयि तव हि महत्त्वं सर्वशर्वादिजैत्रम् ।स्थितमिह परमात्मन् निष्कलार्वागभिन्नंकिमपि यदवभातं तद्धि रूपं तवैव ॥१॥,व,व,अ,90,1,924
मूर्तित्रयेश्वरसदाशिवपञ्चकं यत्प्राहु: परात्मवपुरेव सदाशिवोऽस्मिन् ।तत्रेश्वरस्तु स विकुण्ठपदस्त्वमेवत्रित्वं पुनर्भजसि सत्यपदे त्रिभागे ॥२॥,म,ग,ए,90,2,925
तत्रापि सात्त्विकतनुं तव विष्णुमाहु-र्धाता तु सत्त्वविरलो रजसैव पूर्ण: ।सत्त्वोत्कटत्वमपि चास्ति तमोविकार-चेष्टादिकञ्च तव शङ्करनाम्नि मूर्तौ ॥३॥,त,त,औ,90,3,926
तं च त्रिमूर्त्यतिगतं परपूरुषं त्वांशर्वात्मनापि खलु सर्वमयत्वहेतो: ।शंसन्त्युपासनविधौ तदपि स्वतस्तुत्वद्रूपमित्यतिदृढं बहु न: प्रमाणम् ॥४॥,त,ण,अ,90,4,927
श्रीशङ्करोऽपि भगवान् सकलेषु ताव-त्त्वामेव मानयति यो न हि पक्षपाती ।त्वन्निष्ठमेव स हि नामसहस्रकादिव्याख्यात् भवत्स्तुतिपरश्च गतिं गतोऽन्ते ॥५॥,श,त,ए,90,5,928
मूर्तित्रयातिगमुवाच च मन्त्रशास्त्र-स्यादौ कलायसुषमं सकलेश्वरं त्वाम् ।ध्यानं च निष्कलमसौ प्रणवे खलूक्त्वात्वामेव तत्र सकलं निजगाद नान्यम् ॥६॥,म,य,अ,90,6,929
समस्तसारे च पुराणसङ्ग्रहेविसंशयं त्वन्महिमैव वर्ण्यते ।त्रिमूर्तियुक्सत्यपदत्रिभागत:परं पदं ते कथितं न शूलिन: ॥७॥,स,न,अ,90,7,930
यत् ब्राह्मकल्प इह भागवतद्वितीय-स्कन्धोदितं वपुरनावृतमीश धात्रे ।तस्यैव नाम हरिशर्वमुखं जगादश्रीमाधव: शिवपरोऽपि पुराणसारे ॥८॥,य,र,ए,90,8,931
ये स्वप्रकृत्यनुगुणा गिरिशं भजन्तेतेषां फलं हि दृढयैव तदीयभक्त्या।व्यासो हि तेन कृतवानधिकारिहेतो:स्कन्दादिकेषु तव हानिवचोऽर्थवादै: ॥९॥,य,द,ऐ,90,9,932
भूतार्थकीर्तिरनुवादविरुद्धवादौत्रेधार्थवादगतय: खलु रोचनार्था: ।स्कान्दादिकेषु बहवोऽत्र विरुद्धवादा-स्त्वत्तामसत्वपरिभूत्युपशिक्षणाद्या: ॥१०॥,भ,य,आ,90,10,933
यत् किञ्चिदप्यविदुषाऽपि विभो मयोक्तंतन्मन्त्रशास्त्रवचनाद्यभिदृष्टमेव ।व्यासोक्तिसारमयभागवतोपगीतक्लेशान् विधूय कुरु भक्तिभरं परात्मन् ॥११॥,य,म,अ,90,11,934
